variable_name,site_name,datetime,value,longitude,latitude
"Groundwater level above NGVD 1929, feet",MBOWN-237 - JL-49-04-475 (CWF-2B),2022-09-22 16:35:00,3742.91,-106.605825,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-238 - JL-49-04-476 (CWF-2C),2022-09-22 16:41:00,3655.72,-106.605825,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-239 - JL-49-04-477 (CWF-2D),2022-09-22 16:37:00,3645.5,-106.605825,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-240 - JL-49-04-478 (CWF-1A),2022-07-07 16:13:00,3765.69,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-240 - JL-49-04-478 (CWF-1A),2022-09-22 16:17:00,3757.76,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-241 - JL-49-04-479 (CWF-1B),2022-07-07 15:56:00,3742.13,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-241 - JL-49-04-479 (CWF-1B),2022-08-18 16:47:00,3743.83,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-241 - JL-49-04-479 (CWF-1B),2022-09-22 16:15:00,3738.98,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-242 - JL-49-04-480 (CWF-1C),2022-07-07 15:52:00,3681.67,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-242 - JL-49-04-480 (CWF-1C),2022-08-18 16:48:00,3669.33,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-242 - JL-49-04-480 (CWF-1C),2022-09-22 16:12:00,3659.57,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-243 - JL-49-04-481 (CWF-1D),2022-07-07 15:46:00,3688.16,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-243 - JL-49-04-481 (CWF-1D),2022-08-18 16:50:00,3660.12,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",MBOWN-243 - JL-49-04-481 (CWF-1D),2022-09-22 16:08:00,3650.52,-106.604436,31.95371338
"Groundwater level above NGVD 1929, feet",TD-69-32-703 (MED-1),2022-06-21 13:20:00,1050.19,-99.1101102,29.53411853
"Groundwater level above NGVD 1929, feet",TD-69-38-601 (Seco Creek Well),2022-08-23 14:19:00,773.95,-99.2833738,29.43856519
"Groundwater level above NGVD 1929, feet",TS-60-35-202 (Flower Follet),2022-06-23 15:13:00,248.32,-95.7106111,30.49883333
"Groundwater level above NGVD 1929, feet",TS-60-35-202 (Flower Follet),2022-08-30 15:33:00,248.2,-95.7106111,30.49883333
"Groundwater level above NGVD 1929, feet",TS-60-35-503 (Bailey Grove Piezometer No. 2-A),2022-08-11 15:52:00,223.99,-95.7080556,30.4436111
"Groundwater level above NGVD 1929, feet",TS-60-44-805 (Lake Creek Piezometer No. 3-B),2022-08-12 13:59:00,118.67,-95.5769444,30.25138889
"Groundwater level above NGVD 1929, feet",TS-60-45-412 (City of Conroe Piezometer No. 1),2022-08-10 14:45:00,151.08,-95.4836111,30.33027778
"Groundwater level above NGVD 1929, feet",TS-60-45-414 (City of Conroe Piezometer No. 3),2022-08-10 14:49:00,184.17,-95.4836111,30.33027778
"Groundwater level above NGVD 1929, feet",TS-60-53-516 (Needham Piezometer No. 4-A),2022-06-23 16:21:00,-226.15,-95.4575,30.20777778
"Groundwater level above NGVD 1929, feet",TS-60-53-516 (Needham Piezometer No. 4-A),2022-07-05 14:25:00,-230.77,-95.4575,30.20777778
"Groundwater level above NGVD 1929, feet",TS-60-53-516 (Needham Piezometer No. 4-A),2022-07-05 17:29:00,-230.75,-95.4575,30.20777778
"Groundwater level above NGVD 1929, feet",TS-60-53-516 (Needham Piezometer No. 4-A),2022-08-04 18:57:00,-243.99,-95.4575,30.20777778
"Groundwater level above NGVD 1929, feet",TS-60-53-718 (Woodlands Piezometer No. 1-A),2022-08-12 15:02:00,-14.39,-95.4630556,30.14
"Groundwater level above NGVD 1929, feet",TS-60-55-710 (New Caney Piezometer No. 7-A),2022-06-23 17:10:00,-37.03,-95.2425,30.14694444
"Groundwater level above NGVD 1929, feet",YD-58-50-301 (Lovelady),2022-07-20 16:45:00,469.6,-97.7815833,30.21033889
"Groundwater level above NGVD 1929, feet",YD-58-50-301 (Lovelady),2022-09-19 16:45:00,464.24,-97.7815833,30.21033889
"Groundwater level above NGVD 1929, feet",YD-58-50-301 (Lovelady),2022-09-19 17:00:00,464.26,-97.7815833,30.21033889
"Groundwater level above NGVD 1929, feet",YP-69-35-602 (Frio Reference Well),2022-08-17 16:34:00,1100.58,-99.6647745,29.44606596
"Groundwater level above NGVD 1929, feet",YP-69-35-602 (Frio Reference Well),2022-09-07 15:34:00,1100.17,-99.6647745,29.44606596
"Groundwater level above NGVD 1929, feet",YU-60-28-802 (Sam Hou. Nat. Forest Piezo. No. 1),2022-08-10 18:58:00,236.81,-95.5639167,30.52816667
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-102),2022-06-21 13:35:00,-84.33,-95.250175,29.65988889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-102),2022-07-12 14:40:00,-84.33,-95.250175,29.65988889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-102),2022-08-11 15:13:00,-84.7,-95.250175,29.65988889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-102),2022-09-14 15:20:00,-84.62,-95.250175,29.65988889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-11),2022-06-21 13:08:00,24.45,-95.250725,29.66131389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-11),2022-07-12 14:14:00,24.06,-95.250725,29.66131389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-11),2022-08-11 14:42:00,23.36,-95.250725,29.66131389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (MW-11),2022-09-14 15:03:00,23.23,-95.250725,29.66131389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-1R),2022-06-21 14:09:00,14.26,-95.2502,29.65931389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-1R),2022-07-12 14:58:00,14.1,-95.2502,29.65931389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-1R),2022-08-11 15:36:00,15.06,-95.2502,29.65931389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-1R),2022-09-14 15:48:00,15.36,-95.2502,29.65931389
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-8R),2022-06-21 12:57:00,16.52,-95.2506917,29.66098889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-8R),2022-07-12 13:59:00,16.39,-95.2506917,29.66098889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-8R),2022-08-11 14:31:00,16.53,-95.2506917,29.66098889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-22-9xx (RW-8R),2022-09-14 14:47:00,17.07,-95.2506917,29.66098889
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-23-7xx (MW-26),2022-06-21 13:59:00,19.61,-95.2494944,29.65974444
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-23-7xx (MW-26),2022-07-12 15:21:00,19.77,-95.2494944,29.65974444
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-23-7xx (MW-26),2022-08-11 16:13:00,19.6,-95.2494944,29.65974444
"Groundwater level above local mean sea level (LMSL), feet",LJ-65-23-7xx (MW-26),2022-09-14 16:03:00,19.72,-95.2494944,29.65974444
